8.377228033153730213e-02,4.189057863586941322e-01,5.580847636135549878e-17
3.769435596178849490e-01,0.000000000000000000e+00,1.255286478060464728e-01
2.097729533058150797e-01,1.671726982333652800e-01,1.257876643932546168e-01
1.256900373578847818e-01,3.769684640099178474e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.254921082226000961e-01,3.771388515605896274e-01
4.067898841258377196e-02,2.096926671111057905e-01,2.523614667210129503e-01
0.000000000000000000e+00,4.607000574190597830e-01,4.188983864770272347e-02
0.000000000000000000e+00,5.025506465361146979e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.768884462656762468e-01,1.255940450830779764e-01
8.383975999290807501e-02,2.092059852609592097e-01,2.096768909768669253e-01
3.776749467758201417e-01,4.219013318647527738e-02,8.376288905633150206e-02
0.000000000000000000e+00,4.189094608042520651e-01,8.362311018080670344e-02
4.174443400422638006e-02,2.935508435258773474e-01,1.673069407906315198e-01
2.932922033033741327e-01,2.093396575707064111e-01,0.000000000000000000e+00
8.394548522210898422e-02,3.348035452909089438e-01,8.388993934988235590e-02
8.370220364574341987e-02,3.768217831667415307e-01,4.201780914016366164e-02
4.163766871285114884e-02,4.243820607925142402e-02,4.186345913490288617e-01
1.256460877132297427e-01,1.258383651993226215e-01,2.513231420909542990e-01
1.676553089075371594e-01,8.377608196073681179e-02,2.512698080015960400e-01
1.680931087348543074e-01,4.197735871114911810e-02,2.934603491563783084e-01
1.254347796436939555e-01,1.674189843835671432e-01,2.096469446272459236e-01
0.000000000000000000e+00,2.933485104792313836e-01,2.092933958034873809e-01
1.257819011963141609e-01,3.352923002716242662e-01,4.180781503883933964e-02
8.371690130609081570e-02,2.935022795123101158e-01,1.253536760818393381e-01
1.252413073712002889e-01,0.000000000000000000e+00,3.772458766778267747e-01
3.348539233641398272e-01,4.228467437783229449e-02,1.253686962314028985e-01
8.374670438039384657e-02,0.000000000000000000e+00,4.189812109107292071e-01
1.267436250363633277e-01,2.095671709258826176e-01,1.662602620372327367e-01
8.366642127186733890e-02,4.180747398639865497e-02,3.772855029474434518e-01
4.609470390476538837e-01,0.000000000000000000e+00,4.190932811785077344e-02
1.263189759786825239e-01,2.509567942652923822e-01,1.253847353424410727e-01
1.675360679528572205e-01,1.258204820809474822e-01,2.093503379996943525e-01
4.188256604838753172e-01,8.374664935423609124e-02,0.000000000000000000e+00
4.608452617777106797e-01,4.175021364869279522e-02,0.000000000000000000e+00
8.407783089339522509e-02,1.673392863270139197e-01,2.512025179530861241e-01
1.673824496007373097e-01,0.000000000000000000e+00,3.351981793727102366e-01
1.675130623861846302e-01,1.675016433761174206e-01,1.675229978420640642e-01
0.000000000000000000e+00,2.092717313128270307e-01,2.932789804773121012e-01
3.345773810137472881e-01,1.261207237363780598e-01,4.192435547582855360e-02
4.188704714121844197e-01,0.000000000000000000e+00,8.376662786489633139e-02
4.149375616758540358e-02,1.674229973416078987e-01,2.938791586593472727e-01
2.519995922463196814e-01,2.087422279314704587e-01,4.190601679890899878e-02
2.515741271071995078e-01,2.511981315956767213e-01,1.304042711485222349e-04
1.676239585022477330e-01,2.091513150406781041e-01,1.259341985200080616e-01
4.218431153835616038e-02,3.767518577181039885e-01,8.362844174776978834e-02
2.517179680824903065e-01,4.151140119324171762e-02,2.093620501361694308e-01
4.290630605070536174e-02,4.179263512312705320e-01,4.170382125407676860e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.024795342484118521e-01
0.000000000000000000e+00,3.350897859056484740e-01,1.674878096455745813e-01
4.190549588494998368e-01,4.187903120349482922e-02,4.170787118784274189e-02
2.098558044949382639e-01,2.929427673002545918e-01,0.000000000000000000e+00
4.201848529588902981e-02,4.604779714763050924e-01,0.000000000000000000e+00
2.933317990090480998e-01,4.599169390740584702e-05,2.094109686823748817e-01
2.512140103243039047e-01,8.382613047847625731e-02,1.675857484620044136e-01
