3.360045217958309016e-01,8.398859383724066596e-02,8.297975656152382917e-02
1.256449827025337973e-01,2.933150519763962349e-01,8.381870501301429133e-02
2.934638515134085357e-01,1.256051274842722165e-01,8.386479343264395536e-02
1.671217976918363546e-01,2.517691077951116907e-01,8.385830621640864846e-02
2.930229075578661413e-01,4.206889192902728281e-02,1.674888160931788939e-01
4.196121837667854404e-02,0.000000000000000000e+00,4.606453687695802324e-01
2.094679203052659533e-01,0.000000000000000000e+00,2.931934230766718441e-01
2.097255763552357544e-01,2.094121264934878657e-01,8.387854656604312731e-02
2.927915393864690130e-01,8.388687329556994421e-02,1.260565870188984083e-01
8.380673134623488341e-02,2.513155597920873063e-01,1.675469791287194643e-01
2.096375115739259609e-01,1.258469058363503867e-01,1.677474715254855253e-01
1.252514185486102161e-01,4.211912201693186752e-02,3.353422695948347632e-01
0.000000000000000000e+00,8.392215179947493109e-02,4.187565281451371968e-01
2.513688003361792545e-01,0.000000000000000000e+00,2.512716205891912802e-01
0.000000000000000000e+00,4.196328698827682391e-02,4.606680777468071253e-01
8.389927686171834431e-02,1.257798741466544801e-01,2.929191018484052500e-01
2.097584760332153464e-01,8.355345478629967737e-02,2.093299754632037268e-01
0.000000000000000000e+00,1.673573835617466199e-01,3.353712742488001441e-01
2.515514360845664266e-01,1.256983382398234039e-01,1.253760957961086164e-01
3.774512345554119075e-01,8.343842352540858931e-02,4.180024319259109666e-02
1.677381689230390271e-01,2.931323165845565182e-01,4.191769777430321559e-02
8.381995995184028658e-02,8.362091179121038109e-02,3.353273169941171084e-01
4.214121714692365545e-02,3.352952068815897024e-01,1.254252682236296212e-01
3.351123257633272234e-01,1.674530788922694857e-01,0.000000000000000000e+00
5.026003906026694779e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.186072277525237917e-02,1.260920787366830997e-01,3.345824301796672673e-01
1.674582928403456350e-01,3.353003091599955909e-01,0.000000000000000000e+00
2.518508304710830314e-01,1.678327921517813182e-01,8.377032252738034201e-02
2.931796866470114393e-01,1.675751746426303312e-01,4.189482177123175083e-02
3.768691747696400474e-01,1.256579012415650065e-01,0.000000000000000000e+00
2.093826483493493040e-01,2.514585676938898007e-01,4.192669119887923457e-02
2.095788458438027912e-01,4.131562115618168246e-02,2.516124112218240394e-01
4.235212913454810407e-02,2.513326511402997343e-01,2.090006669272297946e-01
0.000000000000000000e+00,2.513802657080597691e-01,2.512536527616257565e-01
3.351228083923787904e-01,0.000000000000000000e+00,1.675043152634840271e-01
4.145976400243755328e-02,8.373316713786921328e-02,3.775014084934063541e-01
1.259023227245883447e-01,8.324102838713312580e-02,2.939964676044142800e-01
