5.004721951119232015e-01,6.657356555029996237e-01,4.999811152899548694e-01,5.000653970993873543e-01,5.000001308368234865e-01,5.000312460711053841e-01,5.000123320184372000e-01
9.177753979439317034e-01,5.447764015108927937e-01,4.999813371923838012e-01,5.000460669196187258e-01,5.000042508666643348e-01,5.000511803590802495e-01,5.000395254434359948e-01
5.002355582336508455e-01,0.000000000000000000e+00,4.999810786209695213e-01,5.000425579710564561e-01,4.999954758007490452e-01,5.000291652217704330e-01,5.000153395275300783e-01
6.669385949035875338e-01,6.237883775994329527e-01,4.999864551174370564e-01,5.000545559379931948e-01,4.999949403781641655e-01,5.000228109511141161e-01,5.000129576188625524e-01
6.662775444109103606e-01,3.764928181337552360e-01,4.999814087447296829e-01,5.000491442966985556e-01,5.000065328349672100e-01,5.000308590676169063e-01,5.000226515636785329e-01
8.340073258408459145e-02,1.000000000000000000e+00,5.000461930000544841e-01,5.000434564462907794e-01,4.999950770058875782e-01,5.000281337329040010e-01,5.000152915070874560e-01
8.317805737892467466e-01,1.990406340959227638e-01,4.999770998886309825e-01,5.000451389496742838e-01,5.000065450673052414e-01,5.000331649058038508e-01,5.000105452585099641e-01
8.343158377817176952e-01,9.945145072085216642e-02,4.999873181143112966e-01,5.000477094540892731e-01,4.999957576424616246e-01,5.000239289239394314e-01,5.000208657400192491e-01
5.001181975530607504e-01,4.999882312139270479e-01,4.999827372860028429e-01,5.000437617500220755e-01,4.999684509197302451e-01,4.998473657196603748e-01,5.000246065527728101e-01
7.496643520576098396e-01,6.672249229402987813e-01,4.999806828394572356e-01,5.000433020064927181e-01,4.999902810386422924e-01,5.000224891562744522e-01,5.000137873520517084e-01
7.501263448016380897e-01,2.218596066509530840e-01,4.999866343880447483e-01,5.000428655770312591e-01,4.999956548114469768e-01,5.000264291992596588e-01,5.000134445006791939e-01
1.000000000000000000e+00,8.327910234174494830e-01,4.999868186636996503e-01,5.000460917654351300e-01,4.999904145035706238e-01,5.000376707781619690e-01,5.000134373178057867e-01
7.502367788324956210e-01,7.759302125716810439e-01,4.999881992235341577e-01,5.000466141699874134e-01,4.999927287189040448e-01,4.998481140727170091e-01,5.000143210712730824e-01
8.333078220687635262e-01,6.006914813744479442e-01,4.999767388302943649e-01,5.000472679116036989e-01,4.999840699137799716e-01,5.000283570035179981e-01,5.000105451781393651e-01
9.165853219757913450e-01,8.854680685535461226e-02,4.999879226119531839e-01,5.000494942147238886e-01,4.999929988476449205e-01,5.000336093996329279e-01,5.000143879319390861e-01
8.331692147028229023e-01,0.000000000000000000e+00,4.999869809907314666e-01,5.000426919052841646e-01,4.999989047524954766e-01,5.000478925915851081e-01,5.000133974650549096e-01
6.659711161414507696e-01,8.755412267026332351e-01,4.999836988639086433e-01,5.000422950418014212e-01,4.999978969448208854e-01,5.000268470854871694e-01,5.000135255805375767e-01
8.339942876757593382e-01,6.976113360197959690e-01,4.999811957756179481e-01,5.000471226870257802e-01,4.999951007776677336e-01,5.000415725584719251e-01,5.000095311663104169e-01
9.165678899774591937e-01,9.092309804684260977e-01,4.999828385684605969e-01,5.000437786925437944e-01,4.999981006070512990e-01,5.000420094140826111e-01,5.000140880797767640e-01
9.168693036668483787e-01,4.546170146854042193e-01,4.999851464397265244e-01,5.000437556929370198e-01,4.999967449091970439e-01,4.998491229529191116e-01,5.000097332093675906e-01
6.667858382826823416e-01,0.000000000000000000e+00,4.999740065017239110e-01,5.000424982460033307e-01,4.999953179816451487e-01,5.000428988181612189e-01,5.000147345862617776e-01
8.355152580212585889e-01,7.999307056241583558e-01,4.999869129717635086e-01,5.000420320276169894e-01,4.999904312218796942e-01,5.000234993300626263e-01,5.000127511167371530e-01
7.501263448016380897e-01,1.118156958888478630e-01,4.999866343880447483e-01,5.000428402788543725e-01,4.999956548114469768e-01,5.000264291992596588e-01,5.000155368859449112e-01
9.161983110661907626e-01,6.364378957375307344e-01,4.999882094766510132e-01,5.000544475167333358e-01,4.999946904710971252e-01,5.000280874501430439e-01,5.000134604751098610e-01
5.004715242567178146e-01,8.313314932604327634e-01,4.999798422972314138e-01,5.000423462065216595e-01,4.999956556832466648e-01,5.000264307174258072e-01,5.000139429130001645e-01
4.156504350358764532e-01,8.019701364174847136e-01,4.999822052250890159e-01,5.000422038532118529e-01,4.999967645081712098e-01,5.000393726905748570e-01,5.000206023822308943e-01
1.000000000000000000e+00,7.501012156086278582e-01,4.999824037206382354e-01,5.000464622794605907e-01,4.999922915541475388e-01,5.000244036984055063e-01,5.000105835786049502e-01
5.002346586766295289e-01,3.334317885399004089e-01,4.999809257810243213e-01,5.000425581680507658e-01,4.999968963073428974e-01,5.000435588593461489e-01,5.000134701186279562e-01
8.329075039036140105e-01,4.008299734515813895e-01,4.999860148442997754e-01,5.000441180230108529e-01,5.000001294221448900e-01,5.000301412086168851e-01,5.000127675731319554e-01
1.000000000000000000e+00,6.657356555029996237e-01,4.999815788217790713e-01,5.000435018368457607e-01,5.000001308368234865e-01,5.000307555008099980e-01,5.000122520529673986e-01
7.501264295001004445e-01,0.000000000000000000e+00,4.999879257748579553e-01,5.000438011984771336e-01,5.000027547872545330e-01,5.000332478269217118e-01,5.000129842675893332e-01
1.000000000000000000e+00,4.171980122789117895e-01,4.999809633777440587e-01,5.000421029340881285e-01,5.000060652638101955e-01,5.000430168476123205e-01,5.000109389861551179e-01
5.834021098727526500e-01,7.150677969708836290e-01,4.999822924808808300e-01,5.000438101871513830e-01,4.999909277732769164e-01,5.000440609200811348e-01,5.000140154077048482e-01
6.669291578332399162e-01,2.490306223128081753e-01,4.999808612102003558e-01,5.000451336705441507e-01,4.999985746052800772e-01,5.000411083073860175e-01,5.000197431496603562e-01
5.832737607652170864e-01,2.855675175018922429e-01,4.999817280591661861e-01,5.000427842661180344e-01,4.999975490125734834e-01,5.000355505927868149e-01,5.000156339309819176e-01
5.832869508737990039e-01,4.284447224875644888e-01,4.999824312036701413e-01,5.000463039568384671e-01,4.999910288772035361e-01,5.000244041030653674e-01,5.000123960939196754e-01
8.343970156275720695e-01,3.019067406331285564e-01,4.999845318914021841e-01,5.000422817986092117e-01,5.000045177874942182e-01,5.000251680167050461e-01,5.000203907884362975e-01
6.669232966823188669e-01,4.996809756891896770e-01,4.999818323826226707e-01,5.000452289471257750e-01,5.000044090357097515e-01,5.000371304731157096e-01,5.000119448272930534e-01
7.497819547446283872e-01,5.557747299016303488e-01,4.999828059426356108e-01,5.000428473937554852e-01,4.999978364411453713e-01,5.000241421007840525e-01,5.000132421478729050e-01
9.168891542557713326e-01,0.000000000000000000e+00,4.999882254586405228e-01,5.000474159660293072e-01,5.000000182199133558e-01,4.998602815360588258e-01,5.000199206092823534e-01
6.669292530774320049e-01,1.265101271444125652e-01,4.999816689547332826e-01,5.000647055707397870e-01,4.999944810468743284e-01,5.000416735075218222e-01,5.000531943241117716e-01
7.503168596417255642e-01,4.443120695641155082e-01,4.999863852901186845e-01,5.000432372409339132e-01,4.999978764229377481e-01,5.000241116678353359e-01,5.000127207919137229e-01
8.329866501976388449e-01,8.990294845636259691e-01,4.999858195683027917e-01,5.000473007512650225e-01,4.999920514561985163e-01,5.000397683479643751e-01,5.000129654166923787e-01
3.320889844658365120e-01,7.518044510907865297e-01,4.999823822212710045e-01,5.000495963515495523e-01,4.999926947229476060e-01,5.000262164195733439e-01,5.000119975334421651e-01
9.165678899774591937e-01,8.175532619305428961e-01,4.999828446315497943e-01,5.000422591346751489e-01,4.999981006070512990e-01,5.000359446650478601e-01,5.000140880797767640e-01
9.168882986935454893e-01,7.270386351198558916e-01,4.999839171350720646e-01,5.000426979679817308e-01,4.999962376863401059e-01,5.000263456878070167e-01,5.000123096824183877e-01
1.000000000000000000e+00,1.655812636450485764e-01,4.999813456425311053e-01,5.000426423858906899e-01,4.999999303540296758e-01,5.000324292248448099e-01,5.000133933601512704e-01
8.340073258408459145e-02,2.143095971409714195e-04,4.999806375059308028e-01,5.000436167821705746e-01,5.000056130281259614e-01,5.000391338953475984e-01,5.000225487494974752e-01
4.161122662096042313e-01,5.991268386650877575e-01,4.999836489434062448e-01,5.000427403778299196e-01,5.000053628020448837e-01,5.000393228204900176e-01,5.000138879847600970e-01
1.000000000000000000e+00,9.170487508025537693e-01,4.999815123310585308e-01,5.000423422360772419e-01,4.999979000857278089e-01,5.000289008644870359e-01,5.000202211489247484e-01
5.832737607652170864e-01,0.000000000000000000e+00,4.999842952852053823e-01,5.000430301801671584e-01,4.999975870492702756e-01,5.000326768426690549e-01,5.000103692321935522e-01
8.332941330309041605e-01,4.996212790164946682e-01,4.999880557303648110e-01,5.000455712574422007e-01,5.000044000950704115e-01,5.000375359212574367e-01,5.000128956853807649e-01
1.000000000000000000e+00,4.985644922640495302e-01,4.999833827936687181e-01,5.000451671785175467e-01,5.000060572535347525e-01,5.000328554860019592e-01,5.000099254390585335e-01
9.165543177012708265e-01,1.000000000000000000e+00,4.999882069054519818e-01,5.000433761703559910e-01,5.000044457740148163e-01,5.000325360424239252e-01,5.000129104446638939e-01
4.995048867986787711e-01,1.000000000000000000e+00,4.999665461831041546e-01,5.000654086008923249e-01,4.999931021010579069e-01,5.000328319318282366e-01,5.000099173122025675e-01
3.331327099004492420e-01,2.475616920845183089e-01,4.999815790020968875e-01,5.000449924969123661e-01,5.000001717848945315e-01,5.000137338171564139e-01,5.000133305990686061e-01
5.836670653171651679e-01,5.711083341170835048e-01,4.999818082412390563e-01,5.000430336614289928e-01,5.000067680423506689e-01,4.998645180712077418e-01,5.000393453825706658e-01
9.160537460566923196e-01,1.819754201660312154e-01,4.999822137135193634e-01,5.000428648250765384e-01,4.999709302037118053e-01,5.000254286908343282e-01,5.000103107274839198e-01
5.832737607652170864e-01,1.000000000000000000e+00,4.999819240587179414e-01,5.000430371136236340e-01,4.999975610839244577e-01,5.000326116082888239e-01,5.000107686027620568e-01
8.329970968728538372e-01,9.994477734775875089e-01,4.999858195683027917e-01,5.000473007512650225e-01,4.999920514561985163e-01,5.000326946848887566e-01,5.000129654166923787e-01
7.497832546342628746e-01,3.336453296777837640e-01,4.999722580472420463e-01,5.000422799226730275e-01,4.999901222423305258e-01,5.000356218850956491e-01,5.000136368037954027e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.999836504221110700e-01,5.000435018368457607e-01,5.000001308368234865e-01,5.000280865835501354e-01,5.000122520529673986e-01
1.000000000000000000e+00,8.242278225928394153e-02,4.999811148819535700e-01,5.000423195534839937e-01,4.999976523344453749e-01,5.000270288009898145e-01,5.000122539998713700e-01
4.163770664413962153e-01,1.000000000000000000e+00,4.999839248849223816e-01,5.000433610736936263e-01,4.999997166529796533e-01,5.000150039037977168e-01,5.000138371197183629e-01
3.349860576970231096e-01,1.000000000000000000e+00,4.999877021665947163e-01,5.000446109228725566e-01,4.999904663214809752e-01,5.000219138213094494e-01,5.000119786440188063e-01
1.000000000000000000e+00,5.833217385634310581e-01,4.999817341594663955e-01,5.000495797225636974e-01,5.000011161300766949e-01,5.000509784098585708e-01,5.000133978667352652e-01
2.500388009213604379e-01,9.999999999999998890e-01,4.999726173271497043e-01,5.000449900244624546e-01,5.000058737534056608e-01,5.000216344419652348e-01,5.000131263505973589e-01
1.000000000000000000e+00,3.333932902941127985e-01,4.999843418481838553e-01,5.000431117948754833e-01,4.999985372895440205e-01,5.000233981264328165e-01,5.000132964106410727e-01
5.815175422770868519e-01,8.598350393776167389e-01,4.999879257748579553e-01,5.000434396439302764e-01,4.999921878787022544e-01,5.000228495883340951e-01,5.000130691364608193e-01
3.331106138625072877e-01,0.000000000000000000e+00,4.999883886582895398e-01,5.000425433329714897e-01,4.999893124901618746e-01,5.000377949905311370e-01,5.000139560987455489e-01
7.500109083042477698e-01,8.890606005710134374e-01,4.999824198269697817e-01,5.000529910476334550e-01,4.999901791435580334e-01,5.000241438685510964e-01,5.000140655930396250e-01
2.502526750922376420e-01,0.000000000000000000e+00,4.999831143680228962e-01,5.000425425439813942e-01,4.999954268916464994e-01,5.000440678411716133e-01,5.000140346167756267e-01
4.163844729210114948e-01,1.998559697527606260e-01,4.999772029140304719e-01,5.000451472205681425e-01,4.999960079761952003e-01,5.000265141743319708e-01,5.000098872413754059e-01
1.670547472940080158e-01,0.000000000000000000e+00,4.999865245002809711e-01,5.000460739222830631e-01,4.999952818992035586e-01,5.000328022316858911e-01,5.000130147142127779e-01
1.665356690401561535e-01,1.000000000000000000e+00,4.999866905358224534e-01,5.000531455860424135e-01,4.999943467867289382e-01,5.000261536555080655e-01,5.000209504791509607e-01
1.664443820079050951e-01,4.989748073204440804e-01,4.999865317269501785e-01,5.000460899254096647e-01,4.999955634729334464e-01,5.000288402197476945e-01,5.000107112523856090e-01
5.841552370261563487e-01,1.440941364085860377e-01,4.999798238366161551e-01,5.000462139530840178e-01,4.999909640416438372e-01,5.000216118799278853e-01,5.000129731118297949e-01
4.169525455982930340e-01,0.000000000000000000e+00,4.999669099260796723e-01,5.000422477493204898e-01,4.999707059113032148e-01,5.000331686748591409e-01,5.000132973189164165e-01
